job_title,company,match_score,recommendation,salary_range,location,job_url
"Associate, Ads Revenue & Yield Analytics (Programmatic Monetization)",Netflix,77.57,🚀 STRONG MATCH - Highly recommended,"$50,000 - $240,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304020453-associate-ads-revenue-yield-analytics-programmatic-monetization--los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Technical Director, Internal Game Studio (ISX1)",Netflix,77.55,🚀 STRONG MATCH - Highly recommended,"$220,000 - $550,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790312027526-technical-director-internal-game-studio-isx1--usa-remote?domain=netflix.com&microsite=netflix.com
"Senior Researcher, Product Experience, TV",Netflix,77.55,🚀 STRONG MATCH - Highly recommended,"$130,000 - $470,000","Los Angeles, California, United States of America; New York, New York, United States of America",https://explore.jobs.netflix.net/careers/job/790312266371-senior-researcher-product-experience-tv--los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Broadcast Operations Engineer,Netflix,77.54,🚀 STRONG MATCH - Highly recommended,,"London, United Kingdom",https://explore.jobs.netflix.net/careers/job/790302937470-broadcast-operations-engineer-london-united-kingdom?domain=netflix.com&microsite=netflix.com
"Product Manager, Media Workflows & Planning (Ads)",Netflix,77.53,🚀 STRONG MATCH - Highly recommended,"$240,000 - $725,000","New York, New York, United States of America",https://explore.jobs.netflix.net/careers/job/790303698219-product-manager-media-workflows-planning-ads--new-york-new-york-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Associate, Content Programming Strategy & Operations - Korea",Netflix,77.53,🚀 STRONG MATCH - Highly recommended,,"Seoul, Korea, Republic of",https://explore.jobs.netflix.net/careers/job/790303750196-associate-content-programming-strategy-operations-korea-seoul-korea-republic-of?domain=netflix.com&microsite=netflix.com
Product Manager - GenAI,Netflix,77.53,🚀 STRONG MATCH - Highly recommended,$240K - $700K,USA - Remote,https://explore.jobs.netflix.net/careers/job/790304348000-product-manager-genai-usa-remote?domain=netflix.com&microsite=netflix.com
IT Support Engineer (Netflix Animation Studios),Netflix,77.53,🚀 STRONG MATCH - Highly recommended,,"Sydney, Australia",https://explore.jobs.netflix.net/careers/job/790304352705-it-support-engineer-netflix-animation-studios--sydney-australia?domain=netflix.com&microsite=netflix.com
"Technical Director, Internal Game Studio (ISX2)",Netflix Games Studio,77.5,🚀 STRONG MATCH - Highly recommended,"$220,000 - $550,000",USA - Remote (Los Angeles Preferred),https://explore.jobs.netflix.net/careers/job/790311857387-technical-director-internal-game-studio-isx2--usa-remote?domain=netflix.com&microsite=netflix.com
"Engineering Manager, Mobile Productivity",Netflix,77.48,🚀 STRONG MATCH - Highly recommended,"$180,000 - $900,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311889265-engineering-manager-mobile-productivity-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Staff Software Engineer (L6), Games Platform Engineering - Games Lifecycle",Netflix,77.47,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790304241863-staff-software-engineer-l6-games-platform-engineering-games-lifecycle-warsaw-poland?domain=netflix.com&microsite=netflix.com
Software Engineer 4 - Consumer Web Foundations,Netflix,77.42,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312265793-software-engineer-4-consumer-web-foundations-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Sr. Manager, Ad Ops, Demand Management, APAC",Netflix,77.42,🚀 STRONG MATCH - Highly recommended,,"Singapore, Singapore",https://explore.jobs.netflix.net/careers/job/790304933448-sr-manager-ad-ops-demand-management-apac-singapore-singapore?domain=netflix.com&microsite=netflix.com
Engineering Manager — Commerce Experiences Testing Infrastructure,Netflix,77.42,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790311765192-engineering-manager-%E2%80%94-commerce-experiences-testing-infrastructure-warsaw-poland?domain=netflix.com&microsite=netflix.com
Sr. Ad Ops Solutions Specialist - Australia,Netflix,77.41,🚀 STRONG MATCH - Highly recommended,,"Sydney, Australia",https://explore.jobs.netflix.net/careers/job/790305015108-sr-ad-ops-solutions-specialist-australia-sydney-australia?domain=netflix.com&microsite=netflix.com
"Associate, FP&A, Finance & Operations",Netflix,77.4,🚀 STRONG MATCH - Highly recommended,"$50,000-240,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304427226-associate-fp-a-finance-operations-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Project Associate, Finance PMO",Netflix,77.39,🚀 STRONG MATCH - Highly recommended,"$50,000 - $240,000","Los Gatos, California, United States of America / Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304716117-project-associate-finance-pmo-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Web UI Engineer (L5) - Netflix Game Controller - Games Player Experiences,Netflix,77.38,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790301787024-web-ui-engineer-l5-netflix-game-controller-games-player-experiences-usa-remote?domain=netflix.com&microsite=netflix.com
"Project Manager, Global Production Solutions",Netflix,77.37,🚀 STRONG MATCH - Highly recommended,"$50,000 - $200,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304939536-project-manager-global-production-solutions-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Engineering Manager, Ads Supply",Netflix,77.35,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790302531258-engineering-manager-ads-supply-usa-remote?domain=netflix.com&microsite=netflix.com
Finance Business Architect,Netflix,77.34,🚀 STRONG MATCH - Highly recommended,"$160,000 - $470,000","Los Angeles, California, United States of America / Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304138284-finance-business-architect-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Space & Occupancy Planner,Netflix,77.33,🚀 STRONG MATCH - Highly recommended,"$50,000- $190,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304715720-space-occupancy-planner-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Senior Researcher, Content Consumer Insights - New Content Formats",Netflix,77.31,🚀 STRONG MATCH - Highly recommended,"$130,000-$470,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311798995-senior-researcher-content-consumer-insights-new-content-formats-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Senior Director, Accounting Operations",Netflix,77.3,🚀 STRONG MATCH - Highly recommended,"$480,000 - $1,270,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790298642080-senior-director-accounting-operations-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Senior Software Architect - Games Platform,Netflix / Next Games,77.3,🚀 STRONG MATCH - Highly recommended,,"Helsinki, Finland",https://explore.jobs.netflix.net/careers/job/790304738369-senior-software-architect-games-platform-helsinki-finland?domain=netflix.com&microsite=netflix.com
"Manager, Consumer Insights - Games",Netflix,77.26,🚀 STRONG MATCH - Highly recommended,"$320,000 - $560,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304826825-manager-consumer-insights-games-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Manager, Product Consumer Insights - Commerce",Netflix,77.26,🚀 STRONG MATCH - Highly recommended,"$320,000 - $560,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312197586-manager-product-consumer-insights-commerce-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Manager, Production Finance Operations & Innovation",Netflix,77.24,🚀 STRONG MATCH - Highly recommended,"$50,000-240,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304848235-manager-production-finance-operations-innovation-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Product Manager, Content Platform Operations and Publishing",Netflix,77.24,🚀 STRONG MATCH - Highly recommended,"$120,000 - $515,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304039014-product-manager-content-platform-operations-and-publishing-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Engineering Manager,Netflix,77.22,🚀 STRONG MATCH - Highly recommended,$100K - $720K,USA - Remote,https://explore.jobs.netflix.net/careers/job/790311780811-engineering-manager-usa-remote?domain=netflix.com&microsite=netflix.com
"Manager, Revenue Analytics",Netflix,77.2,🚀 STRONG MATCH - Highly recommended,,"Mexico City, Mexico",https://explore.jobs.netflix.net/careers/job/790311904676-manager-revenue-analytics-mexico-city-mexico?domain=netflix.com&microsite=netflix.com
Technology Systems and Operations Specialist,Netflix,77.19,🚀 STRONG MATCH - Highly recommended,,"Sao Paulo, Brazil",https://explore.jobs.netflix.net/careers/job/790303512987-technology-systems-and-operations-specialist-sao-paulo-brazil?domain=netflix.com&microsite=netflix.com
Engineering Manager - Games SDK Product,Netflix,77.18,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304774353-engineering-manager-games-sdk-product-usa-remote?domain=netflix.com&microsite=netflix.com
Network Security Engineer L5,Netflix,77.18,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311849784-network-security-engineer-l5-usa-remote?domain=netflix.com&microsite=netflix.com
"Senior Design Program Manager, Design Tooling",Netflix,77.18,🚀 STRONG MATCH - Highly recommended,"$100,000 - $490,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790312266410-senior-design-program-manager-design-tooling-usa-remote?domain=netflix.com&microsite=netflix.com
"Director, Gen AI for Games",Netflix,77.17,🚀 STRONG MATCH - Highly recommended,"$430,000 - $840,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304524254-director-gen-ai-for-games-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Product Planning, Solutions & Partnerships Lead",Netflix,77.09,🚀 STRONG MATCH - Highly recommended,$200-700k,"New York, New York, United States of America",https://explore.jobs.netflix.net/careers/job/790304589833-product-planning-solutions-partnerships-lead-new-york-new-york-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Product Design Manager, Growth Experiences",Netflix,77.07,🚀 STRONG MATCH - Highly recommended,"$270,000 - $700,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790302542929-product-design-manager-growth-experiences-usa-remote?domain=netflix.com&microsite=netflix.com
"Manager, Consumer Insights - Studio Insights",Netflix,77.02,🚀 STRONG MATCH - Highly recommended,"$320,000 - $560,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304642515-manager-consumer-insights-studio-insights-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Senior Manager, Tax Operations",Netflix,76.98,🚀 STRONG MATCH - Highly recommended,"$160,000 - $470,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311791356-senior-manager-tax-operations-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Product Manager, Machine Learning Architecture (Ads Platform)",Netflix,76.97,🚀 STRONG MATCH - Highly recommended,"$240,000 - $725,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312242868-product-manager-machine-learning-architecture-ads-platform--los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Director, Product Management (Demand Connectivity) - Ads",Netflix,76.96,🚀 STRONG MATCH - Highly recommended,"$430,000 - $1,500,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790298014642-director-product-management-demand-connectivity-ads-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Staff UI Engineer (L6), Design System",Netflix,76.94,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790304518807-staff-ui-engineer-l6-design-system-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Consumer Insights Researcher, Japan",Netflix,76.94,🚀 STRONG MATCH - Highly recommended,,"Tokyo, Japan",https://explore.jobs.netflix.net/careers/job/790298012335-consumer-insights-researcher-japan-tokyo-japan?domain=netflix.com&microsite=netflix.com
"Product Manager, Content Lifecycle Management",Netflix,76.93,🚀 STRONG MATCH - Highly recommended,"$240,000 - $725,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304876556-product-manager-content-lifecycle-management-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Product Manager - Mobile Personalization,Netflix,76.93,🚀 STRONG MATCH - Highly recommended,"$240,000 - $725,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304876648-product-manager-mobile-personalization-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Director, Technical Program Management - Content & Business Products Engineering",Netflix,76.91,🚀 STRONG MATCH - Highly recommended,"$610,000 - $1,870,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311980349-director-technical-program-management-content-business-products-engineering-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Manager, Partner Solutions",Netflix,76.9,🚀 STRONG MATCH - Highly recommended,"$160,000 - $360,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790302977151-manager-partner-solutions-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Lead, Ads Measurement Mexico",Netflix,76.9,🚀 STRONG MATCH - Highly recommended,,"Mexico City, Mexico",https://explore.jobs.netflix.net/careers/job/790303359733-lead-ads-measurement-mexico-mexico-city-mexico?domain=netflix.com&microsite=netflix.com
"Senior Regional Program Manager, Design & Construction (UCAN)",Netflix,76.9,🚀 STRONG MATCH - Highly recommended,"$210,000 - $470,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304247971-senior-regional-program-manager-design-construction-ucan--los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
eDiscovery Litigation Specialist,Netflix,76.86,🚀 STRONG MATCH - Highly recommended,"$130,000 - $300,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304463051-ediscovery-litigation-specialist-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Product Manager, Laboratory Infrastructure (Ads Platform)",Netflix,76.84,🚀 STRONG MATCH - Highly recommended,"$240,000 - $725,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312242853-product-manager-laboratory-infrastructure-ads-platform--los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Consumer Insights Senior Researcher, SEA/ANZ",Netflix,76.83,🚀 STRONG MATCH - Highly recommended,,"Singapore, Singapore",https://explore.jobs.netflix.net/careers/job/790304055579-consumer-insights-senior-researcher-sea-anz-singapore-singapore?domain=netflix.com&microsite=netflix.com
"Senior Manager, Portfolio Planning",Netflix,76.8,🚀 STRONG MATCH - Highly recommended,"$100,000 - $350,000","Los Angeles, California, United States of America; Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304666826-senior-manager-portfolio-planning-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Engineering Manager — Framework Lifecycle Management,Netflix,76.78,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790303437359-engineering-manager-%E2%80%94-framework-lifecycle-management-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Associate, Corporate Development",Netflix,76.75,🚀 STRONG MATCH - Highly recommended,"$210,000 - $310,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311813437-associate-corporate-development-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Engineering Manager - Engineering Operations Tooling,Netflix,76.74,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790304899626-engineering-manager-engineering-operations-tooling-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Manager, F&S, Partnerships",Netflix,76.73,🚀 STRONG MATCH - Highly recommended,"$160,000 - $470,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790303800603-manager-f-s-partnerships-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Product Manager, Media Platform Distribution",Netflix,76.72,🚀 STRONG MATCH - Highly recommended,"$120,000 - $515,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304768939-product-manager-media-platform-distribution-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Games Metadata Strategist,Netflix,76.71,🚀 STRONG MATCH - Highly recommended,"$70,000-$370,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303413890-games-metadata-strategist-usa-remote?domain=netflix.com&microsite=netflix.com
"Technical Support Specialist, Customer Service Tools",Netflix,76.7,🚀 STRONG MATCH - Highly recommended,"$50,000- $190,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312181742-technical-support-specialist-customer-service-tools-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Sr. QA Lead, Compatibility, Games",Netflix,76.68,🚀 STRONG MATCH - Highly recommended,"$130,000 - $190,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312179805-sr-qa-lead-compatibility-games-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Operations Specialist, Launch Operations",Netflix,76.67,🚀 STRONG MATCH - Highly recommended,,"Manila, Philippines",https://explore.jobs.netflix.net/careers/job/790303133868-operations-specialist-launch-operations-manila-philippines?domain=netflix.com&microsite=netflix.com
"Technical Program Manager, Product Localization",Netflix,76.66,🚀 STRONG MATCH - Highly recommended,"$210,000 - $500,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304576376-technical-program-manager-product-localization-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Live Command Center Operations Lead,Netflix,76.66,🚀 STRONG MATCH - Highly recommended,,"Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311936294-live-command-center-operations-lead-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Associate, Finance and Strategy (F&S), APAC Partnerships",Netflix,76.65,🚀 STRONG MATCH - Highly recommended,,"Singapore, Singapore",https://explore.jobs.netflix.net/careers/job/790304525346-associate-finance-and-strategy-f-s-apac-partnerships-singapore-singapore?domain=netflix.com&microsite=netflix.com
"Manager, International Tax",Netflix,76.6,🚀 STRONG MATCH - Highly recommended,"$160,000-470,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790303372936-manager-international-tax-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Sr. Manager, AV Production - UCAN Marketing Production",Netflix,76.6,🚀 STRONG MATCH - Highly recommended,"$200,000 - $310,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304639982-sr-manager-av-production-ucan-marketing-production-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Program Manager, Talent Analytics",Netflix,76.59,🚀 STRONG MATCH - Highly recommended,"$80,000 - $280,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790303042151-program-manager-talent-analytics-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Director, F&S, Games Strategy & Analysis",Netflix,76.58,🚀 STRONG MATCH - Highly recommended,"$310,000 - $830,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304258331-director-f-s-games-strategy-analysis-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Manager, Trade Compliance",Netflix,76.56,🚀 STRONG MATCH - Highly recommended,"$130,000 - $380,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790303279861-manager-trade-compliance-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Manager, Talent Management & Learning - UCAN",Netflix,76.56,🚀 STRONG MATCH - Highly recommended,"$170,000 - $420,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311907399-manager-talent-management-learning-ucan-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Manager, Audio (Sound & Music) - Global Production Technology",Netflix,76.56,🚀 STRONG MATCH - Highly recommended,"$160,000 - $360,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312184279-manager-audio-sound-music-global-production-technology-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Security Technical Program Manager (L4), Vulnerability Management",Netflix,76.55,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790305019327-security-technical-program-manager-l4-vulnerability-management-usa-remote?domain=netflix.com&microsite=netflix.com
"Technology Experience Specialist, Studio",Netflix,76.55,🚀 STRONG MATCH - Highly recommended,,"Manila, Philippines",https://explore.jobs.netflix.net/careers/job/790304692185-technology-experience-specialist-studio-manila-philippines?domain=netflix.com&microsite=netflix.com
"Sr. Manager, Ads Ops, Demand Management, LATAM",Netflix,76.54,🚀 STRONG MATCH - Highly recommended,,"Sao Paulo, Brazil; Ciudad de México, Mexico",https://explore.jobs.netflix.net/careers/job/790304915424-sr-manager-ads-ops-demand-management-latam-sao-paulo-brazil?domain=netflix.com&microsite=netflix.com
"Director, Product Management (Ads - Finance & Measurement)",Netflix,76.51,🚀 STRONG MATCH - Highly recommended,"$430,000 - $1,500,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304859625-director-product-management-ads-finance-measurement--los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Product Manager, Enterprise Finance",Netflix,76.51,🚀 STRONG MATCH - Highly recommended,"$120,000 - $515,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311907646-product-manager-enterprise-finance-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Games Reliability Manager,Netflix,76.51,🚀 STRONG MATCH - Highly recommended,"$160,000 - $220,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790312245379-games-reliability-manager-usa-remote?domain=netflix.com&microsite=netflix.com
"Senior Ads Ops, Demand Management Specialist - APAC",Netflix,76.5,🚀 STRONG MATCH - Highly recommended,,"Singapore, Singapore",https://explore.jobs.netflix.net/careers/job/790303177907-senior-ads-ops-demand-management-specialist-apac-singapore-singapore?domain=netflix.com&microsite=netflix.com
Streaming Operations Engineer,Netflix,76.5,🚀 STRONG MATCH - Highly recommended,,"London, United Kingdom",https://explore.jobs.netflix.net/careers/job/790304856703-streaming-operations-engineer-london-united-kingdom?domain=netflix.com&microsite=netflix.com
Engineering Manager - Finance Technology,Netflix,76.49,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790303592968-engineering-manager-finance-technology-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Technical Trainer, Netflix Animation Studios",Netflix Animation Studios,76.46,🚀 STRONG MATCH - Highly recommended,"$97,200 -165,200 CAD annually","Vancouver, Canada",https://explore.jobs.netflix.net/careers/job/790302977762-technical-trainer-netflix-animation-studios-vancouver-canada?domain=netflix.com&microsite=netflix.com
"Director, Advertising Sales Solutions - APAC",Netflix,76.46,🚀 STRONG MATCH - Highly recommended,,"Singapore, Singapore",https://explore.jobs.netflix.net/careers/job/790304770041-director-advertising-sales-solutions-apac-singapore-singapore?domain=netflix.com&microsite=netflix.com
"Manager, Netflix Technology Experience (APAC Studio)",Netflix,76.45,🚀 STRONG MATCH - Highly recommended,,"Manila, Philippines",https://explore.jobs.netflix.net/careers/job/790304582928-manager-netflix-technology-experience-apac-studio--manila-philippines?domain=netflix.com&microsite=netflix.com
"Manager, Marketing Business Operations - Growth Marketing & Strategy",Netflix,76.45,🚀 STRONG MATCH - Highly recommended,"$225,000 - $325,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304772418-manager-marketing-business-operations-growth-marketing-strategy-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Staff Product Designer - Design Systems (TV),Netflix,76.44,🚀 STRONG MATCH - Highly recommended,"$240,000 - $725,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303597794-staff-product-designer-design-systems-tv--usa-remote?domain=netflix.com&microsite=netflix.com
Director of Communications,Netflix,76.44,🚀 STRONG MATCH - Highly recommended,"$380,000 - $775,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312045353-director-of-communications-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Advertising Business Operations, Senior Program Manager",Netflix,76.41,🚀 STRONG MATCH - Highly recommended,"$70,000 - $420,000","New York, New York, United States of America",https://explore.jobs.netflix.net/careers/job/790304137895-advertising-business-operations-senior-program-manager-new-york-new-york-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Product Manager, Cloud Infrastructure",Netflix,76.4,🚀 STRONG MATCH - Highly recommended,"$240,000 - $725,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303764682-product-manager-cloud-infrastructure-usa-remote?domain=netflix.com&microsite=netflix.com
"Content Design Manager, Member Experience",Netflix,76.4,🚀 STRONG MATCH - Highly recommended,"$120,000-$515,000",USA - Remote (Best suited for California or Pacific time zone),https://explore.jobs.netflix.net/careers/job/790302177670-content-design-manager-member-experience-usa-remote?domain=netflix.com&microsite=netflix.com
Software Development Engineer in Test 5 - TV & Web Player Platform,Netflix,76.39,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304215698-software-development-engineer-in-test-5-tv-web-player-platform-usa-remote?domain=netflix.com&microsite=netflix.com
Live Metadata + Ratings Analyst (APAC),Netflix,76.38,🚀 STRONG MATCH - Highly recommended,,"Tokyo, Japan",https://explore.jobs.netflix.net/careers/job/790303513827-live-metadata-ratings-analyst-apac--tokyo-japan?domain=netflix.com&microsite=netflix.com
"Technology Experience Specialist, Corporate",Netflix,76.38,🚀 STRONG MATCH - Highly recommended,,"Manila, Philippines",https://explore.jobs.netflix.net/careers/job/790304691503-technology-experience-specialist-corporate-manila-philippines?domain=netflix.com&microsite=netflix.com
"Senior HRBP, Content and Business Products",Netflix,76.37,🚀 STRONG MATCH - Highly recommended,"$80,000 - $280,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311813506-senior-hrbp-content-and-business-products-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Manager, Content Programming Strategy & Operations, Sports & Live",Netflix,76.34,🚀 STRONG MATCH - Highly recommended,"$160,000 - $470,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304929679-manager-content-programming-strategy-operations-sports-live-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Senior Construction Project Manager,Netflix,76.34,🚀 STRONG MATCH - Highly recommended,"$100,000 - $350,000","New York, New York, United States of America",https://explore.jobs.netflix.net/careers/job/790311903271-senior-construction-project-manager-new-york-new-york-united-states-of-america?domain=netflix.com&microsite=netflix.com
Marketing Country Planning Manager - CEE & DACH,Netflix,76.33,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790302857821-marketing-country-planning-manager-cee-dach-warsaw-poland?domain=netflix.com&microsite=netflix.com
